categoria,marca,modelo_2025,modelo_2026,valor_2025,valor_2024,valor_2023
CAMIONETAS,DONG FENG,K61-911 DFM CITY STD,K61-911 DFM CITY STD,"40,240","36,220","32,190"
CAMIONETAS,DONG FENG,K61-952 DFM CITY FULL,K61-952 DFM CITY FULL,"43,850","39,470","35,080"
CAMIONETAS,DONG FENG,LINGZHI M3L,LINGZHI M3L,"47,450","42,710","37,960"
CAMIONETAS,DONG FENG,LINGZHI M3L COMFORTABLE,LINGZHI M3L COMFORTABLE,"45,810","41,230","36,650"
CAMIONETAS,DONG FENG,LZ6430XQ16M,LZ6430XQ16M,"40,890","36,800","32,710"
CAMIONETAS,DONG FENG,LZ6452XQ16AM COMFORT,LZ6452XQ16AM COMFORT,"39,710","35,740","31,770"
CAMIONETAS,DONG FENG,LZ6460MQ15M,LZ6460MQ15M,"44,180","39,760","35,340"
CAMIONETAS,DONG FENG,LZ6460MQ15M STANDARD,LZ6460MQ15M STANDARD,"42,570","38,310","34,060"
CAMIONETAS,DONG FENG,LZ6470XQ16AM,LZ6470XQ16AM,"47,480","42,730","37,980"
CAMIONETAS,DONG FENG,LZ6470XQ16AM COMFORT,LZ6470XQ16AM COMFORT,"49,080","44,170","39,260"
CAMIONETAS,DONG FENG,LZ6510VQ16MN,LZ6510VQ16MN,"46,490","41,840","37,190"
CAMIONETAS,DONG FENG,M3 1.6 MT COMFORT,M3 1.6 MT COMFORT,"40,850","36,770","32,680"
CAMIONETAS,DONG FENG,M3 1.6 MT LUXURY,M3 1.6 MT LUXURY,"64,610","58,150","51,690"
CAMIONETAS,DONG FENG,M3 LZ6510MQ16MN,M3 LZ6510MQ16MN,"53,180","47,860","42,540"
CAMIONETAS,DONG FENG,M3 LZ6510VQ16MN,M3 LZ6510VQ16MN,"47,450","42,710","37,960"
CAMIONETAS,DONG FENG,M3L 4X2 1.6L MT 11 ASIENTOS,M3L 4X2 1.6L MT 11 ASIENTOS,"60,620","54,560","48,500"
CAMIONETAS,DONG FENG,M3L 4X2 1.6L MT 11 ASIENTOS GLP,M3L 4X2 1.6L MT 11 ASIENTOS GLP,"63,950","57,560","51,160"
CAMIONETAS,DONG FENG,M4 1.5DCT 7 ASIENTOS EXCLUSIVE,M4 1.5DCT 7 ASIENTOS EXCLUSIVE,"100,930","90,840","80,740"
CAMIONETAS,DONG FENG,M4 1.5DCT 7 ASIENTOS LUXURY,M4 1.5DCT 7 ASIENTOS LUXURY,"94,200","84,780","75,360"
CAMIONETAS,DONG FENG,M4 LZ6480MQ15CD,M4 LZ6480MQ15CD,"82,990","74,690","66,390"
CAMIONETAS,DONG FENG,,MAGE E2 DFM6462M5D2,"53,890","48,500","43,110"
CAMIONETAS,DONG FENG,MINI STAR 8 STANDARD 1.0,MINI STAR 8 STANDARD 1.0,"29,440","26,500","23,550"
CAMIONETAS,DONG FENG,MINI STAR 8 STANDARD 1.3,MINI STAR 8 STANDARD 1.3,"32,710","29,440","26,170"
CAMIONETAS,DONG FENG,MINITRUCK C/S,MINITRUCK C/S,"28,120","25,310","22,500"
CAMIONETAS,DONG FENG,MINITRUCK D/C,MINITRUCK D/C,"30,740","27,670","24,590"
CAMIONETAS,DONG FENG,,NAMI BOX EQ7000FL2F1BEV,"37,050","33,350","29,640"
CAMIONETAS,DONG FENG,Q22-801 OLIMPIC 3.5,Q22-801 OLIMPIC 3.5,"47,480","42,730","37,980"
CAMIONETAS,DONG FENG,RICH,RICH,"66,640","59,980","53,310"
CAMIONETAS,DONG FENG,RICH 2WD LUX,RICH 2WD LUX,"52,380","47,140","41,900"
CAMIONETAS,DONG FENG,RICH 4WD LUX,RICH 4WD LUX,"55,500","49,950","44,400"
CAMIONETAS,DONG FENG,RICH 6 4X4 2.5 AT LUXURY,RICH 6 4X4 2.5 AT LUXURY,"100,960","90,860","80,770"
CAMIONETAS,DONG FENG,RICH 6 ZN1035UCX5,RICH 6 ZN1035UCX5,"74,000","66,600","59,200"
CAMIONETAS,DONG FENG,S500,S500,"38,700","34,830","30,960"
CAMIONETAS,DONG FENG,S500 1.5 MT LUXURY,S500 1.5 MT LUXURY,"53,810","48,430","43,050"
CAMIONETAS,DONG FENG,S500 1.5 MT LUXURY GLP,S500 1.5 MT LUXURY GLP,"53,810","48,430","43,050"
CAMIONETAS,DONG FENG,S500 1.5 MT LUXURY GNV,S500 1.5 MT LUXURY GNV,"46,780","42,100","37,420"
CAMIONETAS,DONG FENG,S500 1.5L MT STANDARD,S500 1.5L MT STANDARD,"59,560","53,600","47,650"
CAMIONETAS,DONG FENG,S500 LZ6462MQ15AM,S500 LZ6462MQ15AM,"44,940","40,450","35,950"
CAMIONETAS,DONG FENG,S500 LZ6463MQ15M,S500 LZ6463MQ15M,"47,110","42,400","37,690"
CAMIONETAS,DONG FENG,SHINE GS E2 1.5T,SHINE GS E2 1.5T,"60,590","54,530","48,470"
CAMIONETAS,DONG FENG,SHINE MAX,SHINE MAX,"60,590","54,530","48,470"
CAMIONETAS,DONG FENG,SUPERVAN 1.9 DSL,SUPERVAN 1.9 DSL,"55,630","50,070","44,500"
CAMIONETAS,DONG FENG,SUPERVAN 2.0 GSL,SUPERVAN 2.0 GSL,"52,370","47,130","41,900"
CAMIONETAS,DONG FENG,SUPERVAN LINGZHI M5,SUPERVAN LINGZHI M5,"62,170","55,950","49,740"
CAMIONETAS,DONG FENG,SX5 1.6L MT LUXURY,SX5 1.6L MT LUXURY,"50,520","45,470","40,420"
CAMIONETAS,DONG FENG,SX5 LUXURY GLP,SX5 LUXURY GLP,"58,230","52,410","46,580"
CAMIONETAS,DONG FENG,SX5 LZ6452XQ16AM,SX5 LZ6452XQ16AM,"50,480","45,430","40,380"
CAMIONETAS,DONG FENG,SX6,SX6,"41,880","37,690","33,500"
CAMIONETAS,DONG FENG,SX6 1.6L MT 7 ASIENTOS,SX6 1.6L MT 7 ASIENTOS,"51,160","46,040","40,930"
CAMIONETAS,DONG FENG,SX6 1.6L MT 8 ASIENTOS,SX6 1.6L MT 8 ASIENTOS,"50,480","45,430","40,380"
CAMIONETAS,DONG FENG,SX6 1.6L MT 8 ASIENTOS GLP,SX6 1.6L MT 8 ASIENTOS GLP,"51,270","46,140","41,020"
CAMIONETAS,DONG FENG,SX6 1.6L MT 8 ASIENTOS GNV,SX6 1.6L MT 8 ASIENTOS GNV,"52,170","46,950","41,740"
CAMIONETAS,DONG FENG,SX6 1.6L MT CONFORT 7 ASIENTO,SX6 1.6L MT CONFORT 7 ASIENTO,"58,910","53,020","47,130"
CAMIONETAS,DONG FENG,SX6 1.6L MT CONFORT 8 ASIENTO,SX6 1.6L MT CONFORT 8 ASIENTO,"57,470","51,720","45,980"
CAMIONETAS,DONG FENG,SX6 LZ6470XQ16AM,SX6 LZ6470XQ16AM,"45,440","40,900","36,350"
CAMIONETAS,DONG FENG,SX6 LZ6472XQ16AM,SX6 LZ6472XQ16AM,"49,510","44,560","39,610"
CAMIONETAS,DONG FENG,SX6 PRO 1.5TD-7DCT,SX6 PRO 1.5TD-7DCT,"62,110","55,900","49,690"
CAMIONETAS,DONG FENG,SX6 PRO 1.5TD-7DCT C/SUNROOF,SX6 PRO 1.5TD-7DCT C/SUNROOF,"63,620","57,260","50,900"
CAMIONETAS,DONG FENG,SX6 PRO 1.8T MT,SX6 PRO 1.8T MT,"66,820","60,140","53,460"
CAMIONETAS,DONG FENG,SX6 PRO LZ6482XQ18BM,SX6 PRO LZ6482XQ18BM,"66,770","60,090","53,420"
CAMIONETAS,DONG FENG,SX6 PRO LZ6485XQ15BA,SX6 PRO LZ6485XQ15BA,"79,050","71,150","63,240"
CAMIONETAS,DONG FENG,T5 EVO,T5 EVO,"97,630","87,870","78,100"
CAMIONETAS,DONG FENG,T5 EVO GRAND MOMENTUM HEV LUX,T5 EVO GRAND MOMENTUM HEV LUX,"107,240","96,520","85,790"
CAMIONETAS,DONG FENG,T5 EVO LZ6460XQ15BD,T5 EVO LZ6460XQ15BD,"70,690","63,620","56,550"
CAMIONETAS,DONG FENG,X3,X3,"40,890","36,800","32,710"
CAMIONETAS,DONG FENG,X5 COMFORT 1.6L,X5 COMFORT 1.6L,"42,540","38,290","34,030"
CAMIONETAS,DONG FENG,X5 LUXURY 1.6L,X5 LUXURY 1.6L,"44,180","39,760","35,340"
CAMIONETAS,DONG FENG,YIXUAN GS 1.5 E1,YIXUAN GS 1.5 E1,"63,900","57,510","51,120"
CAMIONETAS,DONG FENG,OTROS MODELOS TRACCION SIMPLE,OTROS MODELOS TRACCION SIMPLE,"53,810","48,430","43,050"
CAMIONETAS,DONG FENG,OTROS MODELOS TRACCION DOBLE,OTROS MODELOS TRACCION DOBLE,"61,070","54,960","48,860"
CAMIONETAS,DONG FENG,OTROS MODELOS,OTROS MODELOS,"40,890","36,800","32,710"
CAMIONETAS,ENRANGER,YZ6410YFAB0Z,YZ6410YFAB0Z,"36,730","33,060","29,380"
CAMIONETAS,ENRANGER,YZ6410YFAB2Z,YZ6410YFAB2Z,"33,700","30,330","26,960"
CAMIONETAS,ENRANGER,YZ6410YFBB2Z,YZ6410YFBB2Z,"33,700","30,330","26,960"
CAMIONETAS,ENRANGER,YZ6410YFBB2Z G3 MT STANDARD,YZ6410YFBB2Z G3 MT STANDARD,"34,880","31,390","27,900"
CAMIONETAS,ENRANGER,YZ6410YFBB2Z STD,YZ6410YFBB2Z STD,"35,330","31,800","28,260"
CAMIONETAS,ENRANGER,YZ6450EFBB5Z,YZ6450EFBB5Z,"40,430","36,390","32,340"
CAMIONETAS,ENRANGER,YZ6450EFBB5Z STD,YZ6450EFBB5Z STD,"39,250","35,330","31,400"
CAMIONETAS,ENRANGER,YZ6450EFBBBZ G5 MT LUXURY GPS,YZ6450EFBBBZ G5 MT LUXURY GPS,"42,540","38,290","34,030"
CAMIONETAS,ENRANGER,YZ6451EFBB5Z ES,YZ6451EFBB5Z ES,"35,330","31,800","28,260"
CAMIONETAS,ENRANGER,YZ6451EFBB5Z STD,YZ6451EFBB5Z STD,"35,310","31,780","28,250"
CAMIONETAS,ENRANGER,ZB6410YFBB2Z,ZB6410YFBB2Z,"33,700","30,330","26,960"
CAMIONETAS,ENRANGER,ZB6450EFBB5Z,ZB6450EFBB5Z,"39,290","35,360","31,430"
CAMIONETAS,ENRANGER,OTROS MODELOS TRACCION SIMPLE,OTROS MODELOS TRACCION SIMPLE,"33,700","30,330","26,960"
CAMIONETAS,ENRANGER,OTROS MODELOS,OTROS MODELOS,"35,330","31,800","28,260"
CAMIONETAS,FARIZON,E6,E6,"105,350","94,820","84,280"
CAMIONETAS,FARIZON,E6 CARGO,E6 CARGO,"105,410","94,870","84,330"
CAMIONETAS,FARIZON,OTROS MODELOS TRACCION SIMPLE,OTROS MODELOS TRACCION SIMPLE,"105,380","94,840","84,300"
CAMIONETAS,FARIZON,OTROS MODELOS,OTROS MODELOS,"105,380","94,840","84,300"
CAMIONETAS,FAW,ACTIS,ACTIS,"31,080","27,970","24,860"
CAMIONETAS,FAW,ACTIS V77,ACTIS V77,"31,080","27,970","24,860"
CAMIONETAS,FAW,ACTIS V80,ACTIS V80,"35,010","31,510","28,010"
CAMIONETAS,FAW,BESTUNE T33 1.2 AT LUXURY,BESTUNE T33 1.2 AT LUXURY,"67,320","60,590","53,860"
CAMIONETAS,FAW,BESTUNE T33 1.2 MT LUXURY,BESTUNE T33 1.2 MT LUXURY,"62,280","56,050","49,820"
CAMIONETAS,FAW,BESTUNE T55 1.5 6DCT LUXURY,BESTUNE T55 1.5 6DCT LUXURY,"72,380","65,140","57,900"
CAMIONETAS,FAW,BESTUNE T77 1.5 AT LUXURY,BESTUNE T77 1.5 AT LUXURY,"76,080","68,470","60,860"
CAMIONETAS,FAW,BESTUNE T77 1.5 MT LUXURY,BESTUNE T77 1.5 MT LUXURY,"72,380","65,140","57,900"
CAMIONETAS,FAW,BESTUNE T77 1.5 PRO DCT LUXURI,BESTUNE T77 1.5 PRO DCT LUXURI,"80,120","72,110","64,100"
CAMIONETAS,FAW,BESTUNE T77 1.5 PRO MT LUXURY,BESTUNE T77 1.5 PRO MT LUXURY,"72,380","65,140","57,900"
CAMIONETAS,FAW,CA1014A1,CA1014A1,"23,580","21,220","18,860"
CAMIONETAS,FAW,CA1020,CA1020,"28,320","25,490","22,660"
CAMIONETAS,FAW,CA1021KU2,CA1021KU2,"49,760","44,780","39,810"
CAMIONETAS,FAW,CA1024VL,CA1024VL,"24,230","21,810","19,380"
CAMIONETAS,FAW,CA5013XXYA2 970CC. FURGON 4X2 GASOLINA,CA5013XXYA2 970CC. FURGON 4X2 GASOLINA,"26,190","23,570","20,950"
CAMIONETAS,FAW,CA5013XXYA2 CERRADO FURGON,CA5013XXYA2 CERRADO FURGON,"27,010","24,310","21,610"
CAMIONETAS,FAW,CA5013XXYA8,CA5013XXYA8,"26,850","24,170","21,480"
CAMIONETAS,FAW,CA5021XXYA41,CA5021XXYA41,"37,530","33,780","30,020"
CAMIONETAS,FAW,CA5027XXYB,CA5027XXYB,"30,780","27,700","24,620"
CAMIONETAS,FAW,CA6093 B1 PANEL O VAN,CA6093 B1 PANEL O VAN,"35,360","31,820","28,290"
CAMIONETAS,FAW,CA6371,CA6371,"32,260","29,030","25,810"
CAMIONETAS,FAW,CA6371V5 VAN 5 PASAJ.,CA6371V5 VAN 5 PASAJ.,"27,830","25,050","22,260"
CAMIONETAS,FAW,CA6390B5,CA6390B5,"32,420","29,180","25,940"
CAMIONETAS,FAW,CA6390E,CA6390E,"24,880","22,390","19,900"
CAMIONETAS,FAW,CA6414A12,CA6414A12,"42,540","38,290","34,030"
CAMIONETAS,FAW,CA6420A25,CA6420A25,"34,380","30,940","27,500"
CAMIONETAS,FAW,CA6420A45,CA6420A45,"34,050","30,650","27,240"
CAMIONETAS,FAW,CA6440A45,CA6440A45,"36,520","32,870","29,220"
CAMIONETAS,FAW,D60 1.5,D60 1.5,"37,940","34,150","30,350"
CAMIONETAS,FAW,D60 1.5 DELUXE,D60 1.5 DELUXE,"45,810","41,230","36,650"
CAMIONETAS,FAW,D60 COMFORT,D60 COMFORT,"39,250","35,330","31,400"
CAMIONETAS,FAW,D60 STD 1.5L 5P,D60 STD 1.5L 5P,"39,250","35,330","31,400"
CAMIONETAS,FAW,FS80,FS80,"47,480","42,730","37,980"
CAMIONETAS,FAW,FV70,FV70,"32,710","29,440","26,170"
CAMIONETAS,FAW,MAMUT CAR,MAMUT CAR,"26,190","23,570","20,950"
CAMIONETAS,FAW,MAMUT XL CARGO BOX,MAMUT XL CARGO BOX,"32,710","29,440","26,170"
CAMIONETAS,FAW,MAMUT XL DOBLE CABINA,MAMUT XL DOBLE CABINA,"31,080","27,970","24,860"
CAMIONETAS,FAW,MINI TIGER,MINI TIGER,"52,070","46,860","41,660"
CAMIONETAS,FAW,MINI TIGER BARANDA 2.3 MT,MINI TIGER BARANDA 2.3 MT,"50,750","45,680","40,600"
CAMIONETAS,FAW,R7 1.5 MT COMFORT,R7 1.5 MT COMFORT,"46,140","41,530","36,910"
CAMIONETAS,FAW,R7 1.5L MT,R7 1.5L MT,"44,760","40,280","35,810"
CAMIONETAS,FAW,R7 1.5L MT COMFORT SUNROOF,R7 1.5L MT COMFORT SUNROOF,"43,080","38,770","34,460"
CAMIONETAS,FAW,R7 1.5L MT FASHION,R7 1.5L MT FASHION,"40,790","36,710","32,630"
CAMIONETAS,FAW,R7 1.6L LUXURY AT,R7 1.6L LUXURY AT,"42,570","38,310","34,060"
CAMIONETAS,FAW,R7 AT,R7 AT,"47,080","42,370","37,660"
CAMIONETAS,FAW,R7 LUXURY,R7 LUXURY,"43,850","39,470","35,080"
CAMIONETAS,FAW,R7 LUXURY 1.6 MEC,R7 LUXURY 1.6 MEC,"44,760","40,280","35,810"
CAMIONETAS,FAW,R7 LUXURY AT,R7 LUXURY AT,"45,180","40,660","36,140"
CAMIONETAS,FAW,R7 MT,R7 MT,"31,920","28,730","25,540"
CAMIONETAS,FAW,S80 1.5,S80 1.5,"42,540","38,290","34,030"
CAMIONETAS,FAW,SIRIUS,SIRIUS,"49,080","44,170","39,260"
CAMIONETAS,FAW,T33 1.2T AT,T33 1.2T AT,"67,270","60,540","53,820"
CAMIONETAS,FAW,T33 1.2T MT,T33 1.2T MT,"54,190","48,770","43,350"
CAMIONETAS,FAW,T33 4X2 1.2 AT LUXURY,T33 4X2 1.2 AT LUXURY,"52,830","47,550","42,260"
CAMIONETAS,FAW,T77 1.5T AT,T77 1.5T AT,"82,420","74,180","65,940"
CAMIONETAS,FAW,T77 1.5T MT,T77 1.5T MT,"75,690","68,120","60,550"
CAMIONETAS,FAW,T77 PRO 4X2 1.5 MT LUXURY,T77 PRO 4X2 1.5 MT LUXURY,"58,900","53,010","47,120"
CAMIONETAS,FAW,T80,T80,"32,300","29,070","25,840"
CAMIONETAS,FAW,T80 CABINA DOBLE CON A/C,T80 CABINA DOBLE CON A/C,"34,300","30,870","27,440"
CAMIONETAS,FAW,T80 CABINA DOBLE SIN A/C,T80 CABINA DOBLE SIN A/C,"32,950","29,660","26,360"
CAMIONETAS,FAW,T80 DC 1.5 MT AC,T80 DC 1.5 MT AC,"38,060","34,250","30,450"
CAMIONETAS,FAW,T80 FURGÓN,T80 FURGÓN,"33,620","30,260","26,900"
CAMIONETAS,FAW,T80 MAMUT CABINA SIMPLE,T80 MAMUT CABINA SIMPLE,"29,480","26,530","23,580"
CAMIONETAS,FAW,T80 MAMUT DOBLE CABINA,T80 MAMUT DOBLE CABINA,"29,130","26,220","23,300"
CAMIONETAS,FAW,T80 MAMUT FURGÓN,T80 MAMUT FURGÓN,"34,350","30,920","27,480"
CAMIONETAS,FAW,T80 MAMUT XL CABINA SIMPLE CHASIS 1.5MT,T80 MAMUT XL CABINA SIMPLE CHASIS 1.5MT,"39,930","35,940","31,940"
CAMIONETAS,FAW,T80 MAMUT XL CARGO BOX 1.5 MT,T80 MAMUT XL CARGO BOX 1.5 MT,"33,730","30,360","26,980"
CAMIONETAS,FAW,V75 STD 1.0 PANEL,V75 STD 1.0 PANEL,"23,410","21,070","18,730"
CAMIONETAS,FAW,V77,V77,"29,440","26,500","23,550"
CAMIONETAS,FAW,V80 8P EPS,V80 8P EPS,"31,750","28,580","25,400"
CAMIONETAS,FAW,V80 8P PLUS,V80 8P PLUS,"32,750","29,480","26,200"
CAMIONETAS,FAW,V80 8P PLUS STD 1.5L 8P CA,V80 8P PLUS STD 1.5L 8P CA,"35,010","31,510","28,010"
CAMIONETAS,FAW,V80 8P PLUS STD 1.5L EP CA,V80 8P PLUS STD 1.5L EP CA,"33,700","30,330","26,960"
CAMIONETAS,FAW,V80 STD 1.5L 8P EPS SA,V80 STD 1.5L 8P EPS SA,"31,920","28,730","25,540"
CAMIONETAS,FAW,V80 STD 1.5L 8P PLUS,V80 STD 1.5L 8P PLUS,"34,020","30,620","27,220"
CAMIONETAS,FAW,V80L,V80L,"33,700","30,330","26,960"
CAMIONETAS,FAW,V80L 1.5L 11P,V80L 1.5L 11P,"36,010","32,410","28,810"
CAMIONETAS,FAW,V80L 1.5L 11P DOBLE PUERTA TRASERA EPS MT,V80L 1.5L 11P DOBLE PUERTA TRASERA EPS MT,"34,350","30,920","27,480"
CAMIONETAS,FAW,V80L STD 1.5L 11 PUERTA TRASERA EP SMT,V80L STD 1.5L 11 PUERTA TRASERA EP SMT,"37,320","33,590","29,860"
CAMIONETAS,FAW,VIDA 1.3,VIDA 1.3,"31,080","27,970","24,860"
CAMIONETAS,FAW,X40 COMFORTABLE,X40 COMFORTABLE,"43,710","39,340","34,970"
CAMIONETAS,FAW,X40 LUXURY,X40 LUXURY,"43,720","39,350","34,980"
CAMIONETAS,FAW,XENIA,XENIA,"48,130","43,320","38,500"
CAMIONETAS,FAW,OTROS MODELOS TRACCION SIMPLE,OTROS MODELOS TRACCION SIMPLE,"44,760","40,280","35,810"
CAMIONETAS,FAW,OTROS MODELOS,OTROS MODELOS,"34,350","30,920","27,480"
CAMIONETAS,FIAT,DOBLO,DOBLO,"55,630","50,070","44,500"
CAMIONETAS,FIAT,DUCATO 2.3,DUCATO 2.3,"98,190","88,370","78,550"
CAMIONETAS,FIAT,DUCATO 2.3 MT (15+1),DUCATO 2.3 MT (15+1),"151,110","136,000","120,890"
CAMIONETAS,FIAT,DUCATO 2.3 MT (17+1),DUCATO 2.3 MT (17+1),"114,430","102,990","91,540"
CAMIONETAS,FIAT,DUCATO 2.3 MT VETRATO,DUCATO 2.3 MT VETRATO,"120,810","108,730","96,650"
CAMIONETAS,FIAT,DUCATO 2.8,DUCATO 2.8,"98,190","88,370","78,550"
CAMIONETAS,FIAT,DUCATO FURGON 13M3 2.3 MT,DUCATO FURGON 13M3 2.3 MT,"114,430","102,990","91,540"
CAMIONETAS,FIAT,DUCATO FURGON DIES. MEC.,DUCATO FURGON DIES. MEC.,"98,190","88,370","78,550"
CAMIONETAS,FIAT,DUCATO PANEL DIES. MEC.,DUCATO PANEL DIES. MEC.,"60,910","54,820","48,730"
CAMIONETAS,FIAT,DUCATO VETRATO 13M3 2.3 MT,DUCATO VETRATO 13M3 2.3 MT,"142,010","127,810","113,610"
CAMIONETAS,FIAT,"DUCATO VETRATO 15+1, 13M3 2.3 MT","DUCATO VETRATO 15+1, 13M3 2.3 MT","151,110","136,000","120,890"
CAMIONETAS,FIAT,"DUCATO VETRATO 17+1, 13M3 2.3 MT","DUCATO VETRATO 17+1, 13M3 2.3 MT","114,430","102,990","91,540"
CAMIONETAS,FIAT,FASTBACK 1.3 AT LIMITED,FASTBACK 1.3 AT LIMITED,"99,240","89,320","79,390"
CAMIONETAS,FIAT,FASTBACK 1.3 AT6 T270 LIMITED,FASTBACK 1.3 AT6 T270 LIMITED,"75,600","68,040","60,480"
CAMIONETAS,FIAT,,FASTBACK 4X2 1.0T AT AUDACE,"38,720","34,850","30,980"
CAMIONETAS,FIAT,FIORINO,FIORINO,"44,500","40,050","35,600"
CAMIONETAS,FIAT,FIORINO 1.3,FIORINO 1.3,"43,870","39,480","35,100"
CAMIONETAS,FIAT,FIORINO 1.4,FIORINO 1.4,"44,180","39,760","35,340"
CAMIONETAS,FIAT,FIORINO 1.4 PLUS,FIORINO 1.4 PLUS,"50,730","45,660","40,580"
CAMIONETAS,FIAT,FIORINO 1.4 WORK,FIORINO 1.4 WORK,"44,180","39,760","35,340"
CAMIONETAS,FIAT,FIORINO 1.7 DIESEL,FIORINO 1.7 DIESEL,"48,480","43,630","38,780"
CAMIONETAS,FIAT,FIORINO 8V 1.3,FIORINO 8V 1.3,"37,660","33,890","30,130"
CAMIONETAS,FIAT,FIORINO 8V DUAL GNV 1.3 GASOLINA,FIORINO 8V DUAL GNV 1.3 GASOLINA,"46,010","41,410","36,810"
CAMIONETAS,FIAT,FIORINO AMBULANCIA DIES.,FIORINO AMBULANCIA DIES.,"63,800","57,420","51,040"
CAMIONETAS,FIAT,FIORINO FIRE 1.3 8V,FIORINO FIRE 1.3 8V,"35,980","32,380","28,780"
CAMIONETAS,FIAT,FIORINO FURGON DIES.,FIORINO FURGON DIES.,"35,980","32,380","28,780"
CAMIONETAS,FIAT,FIORINO FURGON GAS.,FIORINO FURGON GAS.,"42,540","38,290","34,030"
CAMIONETAS,FIAT,FIORINO PANORAMA DIES.,FIORINO PANORAMA DIES.,"52,370","47,130","41,900"
CAMIONETAS,FIAT,FULLBACK GLX 4WD 2.5 MT,FULLBACK GLX 4WD 2.5 MT,"83,460","75,110","66,770"
CAMIONETAS,FIAT,FURGONETA,FURGONETA,"30,130","27,120","24,100"
CAMIONETAS,FIAT,IDEA 8V HLX 1.8,IDEA 8V HLX 1.8,"68,100","61,290","54,480"
CAMIONETAS,FIAT,IDEA ADVENTURE 1.8,IDEA ADVENTURE 1.8,"68,740","61,870","54,990"
CAMIONETAS,FIAT,IDEA HLX HLX 1.8,IDEA HLX HLX 1.8,"68,100","61,290","54,480"
CAMIONETAS,FIAT,PALIO ADVENTURE 1.6 MT,PALIO ADVENTURE 1.6 MT,"68,720","61,850","54,980"
CAMIONETAS,FIAT,PALIO ADVENTURE LOCKER,PALIO ADVENTURE LOCKER,"69,700","62,730","55,760"
CAMIONETAS,FIAT,PALIO ADVENTURE LOCKER MAX,PALIO ADVENTURE LOCKER MAX,"75,270","67,740","60,220"
CAMIONETAS,FIAT,PICK UP DIES.,PICK UP DIES.,"58,900","53,010","47,120"
CAMIONETAS,FIAT,PICK UP GAS.,PICK UP GAS.,"54,000","48,600","43,200"
CAMIONETAS,FIAT,PICK UP WORKING GAS,PICK UP WORKING GAS,"49,080","44,170","39,260"
CAMIONETAS,FIAT,PULSE AUDACE 1.0 CVT,PULSE AUDACE 1.0 CVT,"92,510","83,260","74,010"
CAMIONETAS,FIAT,PULSE AUDACE 1.0 T200 CVT,PULSE AUDACE 1.0 T200 CVT,"48,840","43,960","39,070"
CAMIONETAS,FIAT,PULSE DRIVE 1.3 CVT,PULSE DRIVE 1.3 CVT,"75,690","68,120","60,550"
CAMIONETAS,FIAT,PULSE DRIVE 1.3 FIREFLY CVT,PULSE DRIVE 1.3 FIREFLY CVT,"43,780","39,400","35,020"
CAMIONETAS,FIAT,PULSE DRIVE 1.3 FIREFLY MT5,PULSE DRIVE 1.3 FIREFLY MT5,"63,230","56,910","50,580"
CAMIONETAS,FIAT,PULSE DRIVE 1.3 MT,PULSE DRIVE 1.3 MT,"82,420","74,180","65,940"
CAMIONETAS,FIAT,PULSE IMPETUS 1.0 CVT,PULSE IMPETUS 1.0 CVT,"97,560","87,800","78,050"
CAMIONETAS,FIAT,PULSE IMPETUS T200 1.0 CVT,PULSE IMPETUS T200 1.0 CVT,"53,150","47,840","42,520"
CAMIONETAS,FIAT,STRADA ADVENTURE 1.6 MT,STRADA ADVENTURE 1.6 MT,"62,170","55,950","49,740"
CAMIONETAS,FIAT,STRADA ADVENTURE 1.8 8V,STRADA ADVENTURE 1.8 8V,"68,720","61,850","54,980"
CAMIONETAS,FIAT,STRADA ADVENTURE CD 1.6,STRADA ADVENTURE CD 1.6,"72,000","64,800","57,600"
CAMIONETAS,FIAT,STRADA ADVENTURE CD 1.6 MT,STRADA ADVENTURE CD 1.6 MT,"58,900","53,010","47,120"
CAMIONETAS,FIAT,STRADA CAB. EXTENDIDA 1.7 TD,STRADA CAB. EXTENDIDA 1.7 TD,"44,180","39,760","35,340"
CAMIONETAS,FIAT,STRADA CABINA CORTA 1.7,STRADA CABINA CORTA 1.7,"47,480","42,730","37,980"
CAMIONETAS,FIAT,STRADA CS 1.7 TD,STRADA CS 1.7 TD,"43,510","39,160","34,810"
CAMIONETAS,FIAT,STRADA FIRE 8V CS 1.3,STRADA FIRE 8V CS 1.3,"39,250","35,330","31,400"
CAMIONETAS,FIAT,STRADA TREKKING 1.4 MT,STRADA TREKKING 1.4 MT,"52,370","47,130","41,900"
CAMIONETAS,FIAT,STRADA TREKKING CAB. EXTENDIDA 1.7 TD,STRADA TREKKING CAB. EXTENDIDA 1.7 TD,"50,380","45,340","40,300"
CAMIONETAS,FIAT,STRADA TREKKING CD 1.4 MT,STRADA TREKKING CD 1.4 MT,"50,730","45,660","40,580"
CAMIONETAS,FIAT,STRADA TREKKING CS 1.7 TD,STRADA TREKKING CS 1.7 TD,"47,480","42,730","37,980"
CAMIONETAS,FIAT,STRADA WORKING 1.4,STRADA WORKING 1.4,"43,220","38,900","34,580"
CAMIONETAS,FIAT,UNO CARGO 1.3,UNO CARGO 1.3,"32,710","29,440","26,170"
CAMIONETAS,FIAT,UNO CARGO 8V 1.3 DUAL GNV,UNO CARGO 8V 1.3 DUAL GNV,"42,070","37,860","33,660"
CAMIONETAS,FIAT,UNO WAY 1.4 MT,UNO WAY 1.4 MT,"34,020","30,620","27,220"
